Date,AAPL,MTK,GUC,Xintec,Qualcomm,SamSung,Broadcom,VIX,USD,CNY,CCY,HKD,JPY,TWIndex,PLIX,S&P500,Japan225,KoreanIndex,NASDQ
2012/7/4,21.41,274.5,104,28.43,56.26,23820,35.74,16.66,29.81,0.16,0.68,7.76,0.1,7422.59,390.3,1374.02,9104.17,1874.45,2976.08
2012/7/5,21.78,274,105,28.43,56.25,23700,35.58,17.5,29.84,0.16,0.68,7.75,0.1,7387.78,385.68,1367.58,9079.8,1875.49,2976.12
2012/7/6,21.64,273,104.5,28.43,55.31,23220,34.48,17.1,29.84,0.16,0.68,7.75,0.1,7368.59,376.04,1354.68,9020.75,1858.2,2937.33
2012/7/9,21.92,275,101.5,28.43,55.32,22520,33.29,17.98,29.92,0.16,0.68,7.75,0.1,7309.96,371.47,1352.46,8896.88,1836.13,2931.77
2012/7/10,21.72,265,98,28.43,55.17,22540,33.43,18.72,29.92,0.16,0.68,7.75,0.1,7251.35,363.01,1341.47,8857.73,1829.45,2902.33
2012/7/11,21.59,264.5,96.8,28.43,54.37,22360,33.1,17.95,29.92,0.16,0.68,7.75,0.1,7257.91,359.67,1341.45,8851,1826.39,2887.98
2012/7/12,21.39,256,96.4,28.43,53.73,21820,32.58,18.33,30,0.16,0.67,7.76,0.1,7130.93,353.69,1334.76,8720.01,1785.39,2866.19
2012/7/13,21.61,248,96,28.43,54.98,22780,33.15,16.74,30,0.16,0.67,7.76,0.1,7104.27,357.01,1356.78,8724.12,1812.89,2908.47
2012/7/16,21.68,243.5,94.8,28.43,54.36,23040,32.74,17.11,29.95,0.16,0.68,7.76,0.1,7090.04,353.15,1353.64,8724.12,1817.79,2896.94
2012/7/17,21.68,250.5,94.2,28.43,54.46,23360,33.04,16.48,29.93,0.16,0.68,7.76,0.1,7127,351.45,1363.67,8755,1821.96,2910.04
2012/7/18,21.65,246,93.5,28.43,56.05,23080,33.79,16.16,29.95,0.16,0.68,7.76,0.1,7049.05,363.91,1372.78,8726.74,1794.91,2942.6
2012/7/19,21.94,248,95.5,28.43,58.44,23900,36.04,15.45,29.94,0.16,0.68,7.76,0.1,7148.57,371.34,1376.51,8795.55,1822.96,2965.9
2012/7/20,21.58,250,94.6,28.43,57.68,23820,35.28,16.27,29.94,0.16,0.68,7.76,0.1,7164.68,365.01,1362.66,8669.87,1822.93,2925.3
2012/7/23,21.57,243.5,92.1,28.43,57.32,23240,34.49,18.62,30.06,0.16,0.67,7.76,0.1,7028.73,361.66,1350.52,8508.32,1789.44,2890.15
2012/7/24,21.46,243.5,92.8,28.43,56.79,23400,34.18,20.47,30.1,0.16,0.67,7.76,0.1,7008.35,360.23,1338.31,8488.09,1793.93,2862.99
2012/7/25,20.53,241,92.5,28.43,57.28,23160,34.21,19.34,30.12,0.16,0.67,7.76,0.1,6979.13,367.13,1337.89,8365.9,1769.31,2854.24
2012/7/26,20.53,236.5,92.7,28.43,58.21,23440,35.44,17.53,30.07,0.16,0.68,7.76,0.1,6970.69,375.54,1360.02,8443.1,1782.47,2893.25
2012/7/27,20.9,240,94.2,28.43,59.34,24660,36.13,16.7,30.07,0.16,0.68,7.76,0.1,7124.49,384.23,1385.97,8566.64,1829.16,2958.09
2012/7/30,21.25,247,93.4,28.43,59.15,25500,35.97,18.03,30.02,0.16,0.68,7.76,0.1,7158.88,380.61,1385.3,8635.44,1843.79,2945.84
2012/7/31,21.81,255,97.9,28.43,59.68,26180,36.9,18.93,29.94,0.16,0.69,7.75,0.1,7270.49,383.72,1379.32,8695.06,1881.99,2939.52
2012/8/1,21.67,272.5,100.5,28.43,59.52,26000,36.69,18.96,29.93,0.16,0.69,7.76,0.1,7267.96,383.83,1375.32,8641.85,1879.93,2920.21
2012/8/3,21.99,279,101,28.43,60.24,24860,37.11,15.64,29.94,0.16,0.68,7.75,0.1,7217.51,390.1,1390.99,8555.11,1848.68,2967.9
2012/8/6,22.23,275,100.5,28.43,60.13,25960,37.07,15.95,29.92,0.16,0.69,7.76,0.1,7286.33,392.08,1394.23,8726.29,1885.88,2989.91
2012/8/7,22.18,281,102,28.43,61.34,25880,37.4,15.99,29.93,0.16,0.69,7.75,0.1,7295.46,400.06,1401.35,8803.31,1886.8,3015.86
2012/8/8,22.14,282,101.5,28.43,61.45,26400,37.48,15.32,29.94,0.16,0.69,7.76,0.1,7319.8,401.15,1402.22,8881.16,1903.23,3011.25
2012/8/9,22.17,282,103.5,28.43,62,26800,37.32,15.28,29.9,0.16,0.69,7.76,0.1,7433.7,403.98,1402.8,8978.6,1940.59,3018.64
2012/8/10,22.2,284,103.5,28.43,61.98,26960,37.15,14.74,29.9,0.16,0.69,7.76,0.1,7441.12,405.96,1405.87,8891.44,1946.4,3020.86
2012/8/13,22.5,293.5,105,28.43,62.1,26500,36.27,13.7,29.97,0.16,0.69,7.76,0.1,7436.3,402.41,1404.11,8885.15,1932.44,3022.52
2012/8/14,22.56,291,103.5,28.43,62.39,26900,36.15,14.85,29.94,0.16,0.69,7.76,0.1,7479.25,399.12,1403.93,8929.88,1956.96,3016.98
2012/8/15,22.53,284.5,103,28.43,62.52,26900,36.58,14.63,29.96,0.16,0.69,7.76,0.1,7467.74,401.48,1405.53,8925.04,1956.96,3030.93
2012/8/16,22.73,292,105,28.43,62.57,26900,36.91,14.29,29.97,0.16,0.68,7.76,0.1,7490.21,408.26,1415.51,9092.76,1957.91,3062.39
2012/8/17,23.15,294.5,108.5,28.43,63.29,25900,36.84,13.45,29.97,0.16,0.68,7.76,0.1,7467.92,405.14,1418.16,9162.5,1946.54,3076.59
2012/8/20,23.76,298,108,28.43,62.8,25660,35.96,14.02,29.97,0.16,0.68,7.76,0.1,7431.91,402.29,1418.13,9171.16,1946.31,3076.21
2012/8/21,23.43,300,109,28.43,62.08,25640,36.38,15.02,29.02,0.16,0.69,7.76,0.1,7506.81,402.3,1413.17,9156.92,1943.22,3067.26
2012/8/22,23.89,302.5,108,28.43,62.17,25280,36.49,15.11,29.93,0.16,0.69,7.76,0.1,7496.58,399.17,1413.49,9131.74,1935.19,3073.67
2012/8/23,23.67,312,109.5,28.43,62.04,25740,36.02,15.96,29.93,0.16,0.69,7.76,0.1,7505.17,396.66,1402.08,9178.12,1942.54,3053.4
2012/8/24,23.69,318,110,28.43,62.43,25500,36.05,15.18,29.93,0.16,0.69,7.76,0.1,7477.53,398.95,1411.13,9070.76,1919.81,3069.79
2012/8/27,24.13,319,110,28.43,62.37,23600,35.77,16.35,29.93,0.16,0.68,7.76,0.1,7468.22,397.48,1410.44,9085.39,1917.87,3073.19
2012/8/28,24.1,315,105.5,28.43,62.01,23900,36.27,16.49,29.93,0.16,0.68,7.76,0.1,7361.94,397.04,1409.3,9033.29,1916.33,3077.14
2012/8/29,24.05,320,107,28.43,62.11,24600,36.6,17.06,29.91,0.16,0.68,7.76,0.1,7391.15,397.42,1410.49,9069.81,1928.54,3081.19
2012/8/30,23.71,316.5,109.5,28.43,61.2,24300,36.02,17.83,29.92,0.16,0.68,7.76,0.1,7371.44,390.7,1399.48,8983.78,1906.38,3048.71
2012/8/31,23.76,320,109,28.43,61.46,24660,36.57,17.47,29.92,0.16,0.68,7.76,0.1,7397.06,396.18,1406.58,8839.91,1905.12,3066.96
2012/9/3,23.76,320,112.5,28.43,61.46,24360,36.57,17.47,29.84,0.16,0.69,7.76,0.1,7450.53,396.18,1406.58,8783.89,1912.71,3066.96
2012/9/4,24.11,325,115.5,28.43,60.81,24360,35.89,17.98,29.82,0.16,0.68,7.76,0.1,7451.35,392.82,1404.94,8775.51,1907.13,3075.06
2012/9/5,23.94,321,114.5,28.43,60.68,23780,35.18,17.74,29.83,0.16,0.68,7.76,0.1,7367.44,390.27,1403.44,8679.82,1874.03,3069.27
2012/9/6,24.15,314,116.5,28.43,62.62,23920,36.61,15.6,29.75,0.16,0.68,7.76,0.1,7326.72,404.54,1432.12,8680.57,1881.24,3135.81
2012/9/7,24.3,322,117,28.43,61.93,25000,36.2,14.38,29.75,0.16,0.68,7.76,0.1,7424.91,401.23,1437.92,8871.65,1929.58,3136.42
2012/9/10,23.67,337,118,28.43,61.29,25000,35,16.28,29.66,0.16,0.69,7.76,0.1,7482.74,394.26,1429.08,8869.37,1924.7,3104.02
2012/9/11,23.59,339,117,28.43,61.85,25120,34.96,16.41,29.6,0.16,0.69,7.75,0.1,7485.13,396.74,1433.56,8807.38,1920,3104.53
2012/9/12,23.92,336.5,118.5,28.43,62.44,25880,35.23,15.8,29.58,0.16,0.69,7.75,0.1,7570.45,397.95,1436.56,8959.96,1950.03,3114.31
2012/9/13,24.39,334.5,114.5,28.43,63.85,26020,35.07,14.05,29.6,0.16,0.69,7.75,0.1,7578.8,401.79,1459.99,8995.15,1950.69,3155.83
2012/9/14,24.69,339,115.5,28.43,64.88,26720,35.06,14.51,29.6,0.16,0.69,7.75,0.1,7738.05,406.58,1465.77,9159.39,2007.58,3183.95
2012/9/17,24.99,331.5,115,28.43,64.81,26300,35.28,14.59,29.28,0.16,0.69,7.75,0.1,7762.22,402.48,1461.19,9159.39,2002.35,3178.67
2012/9/18,25.07,331,118,28.43,65.08,26300,35.16,14.18,29.32,0.16,0.69,7.75,0.1,7734.26,400.78,1459.32,9123.77,2004.96,3177.8
2012/9/19,25.08,326.5,118.5,28.43,65.08,26280,35.05,13.88,29.33,0.16,0.69,7.75,0.1,7781.91,398.53,1461.05,9232.21,2007.88,3182.62
2012/9/20,24.95,325,118.5,28.43,64.35,25740,33.75,14.07,29.35,0.16,0.69,7.75,0.1,7727.55,394.63,1460.26,9086.98,1990.33,3175.96
2012/9/21,25,321.5,119.5,28.43,64.27,26040,35.51,13.98,29.35,0.16,0.69,7.75,0.1,7754.59,395.16,1460.15,9110,2002.37,3179.96
2012/9/24,24.67,330,119.5,28.43,63.67,26540,34.6,14.15,29.35,0.16,0.69,7.75,0.1,7768.3,389,1456.89,9069.29,2003.44,3160.78
2012/9/25,24.06,326,116,28.43,62.73,26540,33.01,15.43,29.31,0.16,0.69,7.75,0.1,7734.13,379.38,1441.59,9091.54,1991.41,3117.73
2012/9/26,23.76,322,114.5,28.43,62.32,26500,33.46,16.81,29.38,0.16,0.69,7.75,0.1,7669.63,376.97,1433.32,8906.7,1980.44,3093.7
2012/9/27,24.33,325,116.5,28.43,63.49,26760,34.9,14.84,29.32,0.16,0.69,7.75,0.1,7683.8,385.46,1447.15,8949.87,1988.7,3136.6
2012/9/28,23.83,309.5,116.5,28.43,62.47,26920,34.87,15.73,29.32,0.16,0.69,7.75,0.1,7715.16,382.27,1440.67,8870.16,1996.21,3116.23
2012/10/1,23.55,312.5,115,28.43,61.91,26920,34.69,16.32,29.29,0.16,0.7,7.75,0.1,7675.72,381.12,1444.49,8796.51,1996.21,3113.53
2012/10/2,23.62,322,115,28.43,61.79,27380,34.42,15.71,29.27,0.16,0.7,7.75,0.1,7718.68,382.96,1445.75,8786.05,1996.03,3120.04
2012/10/3,23.98,321.5,117.5,28.43,62.07,27380,34.57,15.43,29.3,0.16,0.7,7.75,0.1,7684.63,381.17,1450.99,8746.87,1996.03,3135.23
2012/10/4,23.81,318.5,116,28.43,62.65,27340,34.42,14.55,29.27,0.16,0.7,7.75,0.1,7682.34,383.65,1461.4,8824.59,1992.68,3149.46
2012/10/5,23.31,325,115,28.43,62.64,27400,34.44,14.33,29.27,0.16,0.7,7.75,0.1,7690.65,383.28,1460.93,8863.3,1995.17,3136.19
2012/10/8,22.79,327,110,28.43,61.4,27460,33.88,15.11,29.28,0.16,0.7,7.75,0.1,7615.89,379.13,1455.88,8863.3,1981.89,3112.35
2012/10/9,22.71,324,104.5,28.43,60.39,27440,33.59,16.37,29.28,0.16,0.7,7.75,0.1,7592.01,373.11,1441.48,8769.59,1979.04,3065.02
2012/10/11,22.43,325.5,101.5,28.43,59.21,26080,32.93,15.59,29.26,0.16,0.7,7.75,0.1,7451.72,368.66,1432.84,8546.78,1933.09,3049.41
2012/10/12,22.49,320,103,28.43,58.89,25920,32.98,16.14,29.26,0.16,0.7,7.75,0.1,7437.04,366.71,1428.59,8534.12,1933.26,3044.11
2012/10/15,22.67,315,104,28.43,59.29,26000,33.19,15.27,29.22,0.16,0.7,7.75,0.1,7418.9,372.14,1440.13,8577.93,1925.59,3064.18
2012/10/16,23.21,317.5,103,28.43,60.36,26600,34.35,15.22,29.17,0.16,0.7,7.75,0.1,7471.02,380.26,1454.92,8701.31,1941.54,3101.17
2012/10/17,23.02,317,103,28.43,60.98,26720,34.11,15.07,29.16,0.16,0.7,7.75,0.1,7464.4,379.41,1460.91,8806.55,1955.15,3104.12
2012/10/18,22.59,320,102,28.43,59.96,26740,34.05,15.03,29.2,0.16,0.7,7.75,0.1,7465.41,376.28,1457.34,8982.86,1959.12,3072.87
2012/10/19,21.78,323.5,102,28.43,58.75,26040,33.19,17.06,29.2,0.16,0.7,7.75,0.1,7408.76,364.92,1433.19,9002.68,1943.84,3005.62
2012/10/22,22.64,326,103.5,28.43,58.68,26300,33.4,16.62,29.23,0.16,0.7,7.75,0.1,7373.04,365.51,1433.82,9010.71,1941.59,3016.96
2012/10/23,21.91,322.5,101.5,28.43,58.31,26260,33.24,18.83,29.3,0.16,0.7,7.75,0.1,7337.48,366.05,1413.11,9014.25,1926.81,2990.46
2012/10/24,22.03,326.5,102.5,28.43,57.63,26000,32.73,18.33,29.26,0.16,0.7,7.75,0.1,7314.88,360.52,1408.75,8954.3,1913.96,2981.7
2012/10/25,21.77,321,101,28.43,57.43,26440,33.7,18.12,29.22,0.16,0.71,7.75,0.1,7262.08,365.48,1412.97,9055.2,1924.5,2986.12
2012/10/26,21.57,318.5,98.1,28.43,59.04,25740,33.83,17.81,29.22,0.16,0.71,7.75,0.1,7134.06,367.28,1411.94,8933.06,1891.43,2987.95
2012/10/29,21.57,329.5,95.5,28.43,59.04,25980,33.83,17.81,29.21,0.16,0.71,7.75,0.1,7091.67,367.28,1411.94,8929.34,1891.52,2987.95
2012/10/30,21.57,325,94.5,28.43,59.04,25960,33.83,17.81,29.24,0.16,0.71,7.75,0.1,7182.59,367.28,1411.94,8841.98,1899.58,2987.95
2012/10/31,21.26,324.5,92.7,28.43,58.61,26200,33.03,18.6,29.18,0.16,0.71,7.75,0.1,7166.05,367.03,1412.16,8928.29,1912.06,2977.23
2012/11/1,21.31,326.5,92.5,28.43,59.73,25940,34.5,16.69,29.21,0.16,0.71,7.75,0.1,7179.64,379.5,1427.59,8946.87,1898.44,3020.06
2012/11/2,20.6,325,93,28.43,59.3,26540,33.97,17.59,29.21,0.16,0.71,7.75,0.1,7210.47,372.31,1414.2,9051.22,1918.72,2982.13
2012/11/5,20.88,318,92.2,28.43,60.43,26820,34.32,18.42,29.18,0.16,0.71,7.75,0.1,7185.36,378.38,1417.26,9007.44,1908.22,2999.66
2012/11/6,20.82,310,93.4,28.43,60.37,26980,35.28,17.58,29.22,0.16,0.71,7.75,0.1,7236.68,383.62,1428.39,8975.15,1928.17,3011.93
2012/11/7,19.93,315,93.3,28.43,58.12,27240,33.96,19.08,29.22,0.16,0.71,7.75,0.1,7287.18,373.27,1394.53,8972.89,1937.55,2937.29
2012/11/8,19.21,317,92.3,28.43,60.67,27000,33.84,18.49,29.09,0.16,0.71,7.75,0.1,7242.63,368.8,1377.51,8837.15,1914.41,2895.58
2012/11/9,19.54,325,94.9,28.43,61.62,26820,33.48,18.61,29.11,0.16,0.71,7.75,0.1,7293.22,369.7,1379.85,8757.6,1904.41,2904.87
2012/11/12,19.39,322,93.5,28.43,61.62,26900,33.61,16.68,28.96,0.16,0.72,7.75,0.1,7267.75,370.02,1380.03,8676.44,1900.87,2904.25
2012/11/13,19.39,320,91.5,28.43,62.13,26980,33.28,16.65,28.99,0.16,0.71,7.75,0.1,7136.05,366.46,1374.53,8661.05,1889.7,2883.89
2012/11/14,19.17,318,91.5,28.43,61.73,27100,33.03,17.92,28.97,0.16,0.71,7.75,0.1,7159.75,360.94,1355.49,8664.73,1894.04,2846.81
2012/11/15,18.77,318,92.2,28.43,61.28,26620,32.25,17.99,29,0.16,0.71,7.75,0.1,7143.84,356.14,1353.33,8829.72,1870.72,2836.94
2012/11/16,18.85,315,92.1,28.43,61.93,26140,31.94,16.41,29.06,0.16,0.71,7.75,0.1,7130.07,356,1359.88,9024.16,1860.83,2853.13
2012/11/19,20.2,312,91,28.43,62.09,26640,32.75,15.24,29.12,0.16,0.71,7.75,0.1,7129.04,363.14,1386.89,9153.2,1878.1,2916.07
2012/11/20,20.03,308,90.5,28.43,62.14,27280,32.81,15.08,29.14,0.16,0.71,7.75,0.1,7145.77,361.81,1387.81,9142.64,1890.18,2916.68
2012/11/21,20.06,310.5,88.6,28.43,62.14,27680,32.82,15.31,29.1,0.16,0.72,7.75,0.09,7088.49,362.51,1391.03,9222.52,1884.04,2926.55
2012/11/22,20.06,313,88.6,28.43,62.14,28340,32.82,15.31,29.11,0.16,0.72,7.75,0.09,7105.76,362.51,1391.03,9366.8,1899.5,2926.55
2012/11/23,20.41,320,92.9,28.43,63.13,28740,33.55,15.14,29.1,0.16,0.71,7.75,0.09,7326.01,369.16,1409.15,9366.8,1911.33,2966.85
2012/11/26,21.05,325,95.3,28.43,62.49,28080,34.04,15.5,29.1,0.16,0.72,7.75,0.09,7407.37,370.63,1406.29,9388.94,1908.51,2976.78
2012/11/27,20.89,324.5,95,28.43,62.26,28320,34.12,15.92,29.06,0.16,0.71,7.75,0.09,7430.2,369.81,1398.94,9423.3,1925.2,2967.79
2012/11/28,20.82,324,94.9,28.43,62.65,28260,34.56,15.51,29.09,0.16,0.71,7.75,0.09,7434.93,373.83,1409.93,9308.35,1912.78,2991.78
2012/11/29,21.05,327.5,99,28.43,63.35,28280,35.1,15.06,29.11,0.16,0.71,7.75,0.09,7503.55,374.83,1415.95,9400.88,1934.85,3012.03
2012/11/30,20.9,330.5,99,28.43,63.62,28120,35.1,15.87,29.06,0.16,0.72,7.75,0.09,7580.17,374.35,1416.18,9446.01,1932.9,3010.24
2012/12/3,20.94,335,97.4,28.43,63.37,28600,34.81,16.64,29.05,0.16,0.72,7.75,0.09,7599.91,372.54,1409.46,9458.18,1940.02,3002.2
2012/12/4,20.57,332,100.5,28.43,63.47,28600,34.92,17.12,29.04,0.16,0.72,7.75,0.09,7600.98,375.03,1407.05,9432.46,1935.18,2996.69
2012/12/5,19.24,330,101.5,28.43,63.63,29100,34.53,16.46,29.06,0.16,0.72,7.75,0.09,7649.05,374.46,1409.28,9468.84,1947.04,2973.7
2012/12/6,19.54,323.5,99.3,28.43,64.2,29080,35.12,16.58,29.06,0.16,0.72,7.75,0.09,7623.26,378.63,1413.94,9545.16,1949.62,2989.27
2012/12/7,19.04,323.5,99.1,28.43,63.86,29600,34.25,15.9,29.05,0.16,0.72,7.75,0.09,7642.26,379.46,1418.07,9527.39,1957.45,2978.04
2012/12/10,18.92,318,98.2,28.43,63.93,29820,34.45,16.05,29.03,0.16,0.71,7.75,0.09,7609.5,381.83,1418.55,9533.75,1957.42,2986.96
2012/12/11,19.34,322,96.7,28.43,64.35,29520,34.56,15.57,29.08,0.16,0.72,7.75,0.09,7613.69,389,1427.84,9525.32,1964.62,3022.3
2012/12/12,19.25,340.5,99.9,28.43,63.49,29800,34.57,15.95,29.05,0.16,0.72,7.75,0.09,7690.19,387.74,1428.48,9581.46,1975.44,3013.81
2012/12/13,18.92,339.5,99.4,28.43,62.76,30660,33.7,16.56,29.02,0.16,0.72,7.75,0.09,7757.09,383.67,1419.45,9742.73,2002.77,2992.16
2012/12/14,18.21,339.5,98,28.43,59.83,30300,31.14,17,29.04,0.16,0.72,7.75,0.09,7698.77,381.03,1413.58,9737.56,1995.04,2971.33
2012/12/17,18.53,338,96.8,28.43,62.04,30060,31.99,16.34,29.03,0.16,0.73,7.75,0.09,7631.28,382.62,1430.36,9828.88,1983.07,3010.6
2012/12/18,19.07,335.5,97.2,28.43,63.36,30300,32.27,15.57,29.03,0.16,0.72,7.75,0.09,7643.74,388.73,1446.79,9923.01,1993.09,3054.53
2012/12/19,18.8,327,97.8,28.43,62.55,30300,31.99,17.36,29.02,0.16,0.72,7.75,0.09,7677.47,389.47,1435.81,10160.4,1993.09,3044.36
2012/12/20,18.63,323,98.2,28.43,62.86,30060,31.9,17.67,29.03,0.16,0.72,7.75,0.09,7595.46,389.49,1443.69,10039.33,1999.5,3050.39
2012/12/21,18.55,321,98.6,28.43,61.61,28840,31.36,17.84,29.02,0.16,0.72,7.75,0.09,7519.93,385.59,1430.15,9940.06,1980.42,3021.01
2012/12/24,18.58,317.5,97.4,28.43,61.9,29480,31.15,17.84,29.03,0.16,0.72,7.75,0.09,7535.52,384.14,1426.66,9940.06,1981.82,3012.6
2012/12/25,18.58,322,98.2,28.43,61.9,29480,31.15,17.84,29.02,0.16,0.72,7.75,0.09,7636.57,384.14,1426.66,10080.12,1981.82,3012.6
2012/12/26,18.32,321.5,98.6,28.43,61.59,29400,30.88,19.48,29.03,0.16,0.72,7.75,0.09,7634.19,381.01,1419.83,10230.36,1982.25,2990.16
2012/12/27,18.4,324,100.5,28.43,61.51,29920,31.37,19.47,29.02,0.16,0.72,7.75,0.09,7648.41,379.55,1418.1,10322.98,1987.35,2985.91
2012/12/28,18.2,323.5,100.5,28.43,60.64,30440,31.15,22.72,29.03,0.16,0.72,7.75,0.09,7699.5,376.87,1402.43,10395.18,1997.05,2960.31
2013/1/2,19.61,325,104,28.43,64.75,31520,32.54,14.68,29.04,0.16,0.73,7.75,0.09,7779.22,399.73,1462.42,10395.18,2031.1,3112.26
2013/1/3,19.36,326,103,28.43,64.45,30860,32.71,14.56,28.99,0.16,0.73,7.75,0.09,7836.84,397.54,1459.37,10395.18,2019.41,3100.57
2013/1/4,18.82,305.5,101.5,28.43,63.5,30500,32.5,13.83,28.96,0.16,0.73,7.75,0.09,7805.99,397.68,1466.47,10688.11,2011.94,3101.66
2013/1/7,18.71,301.5,101,28.43,64.01,30400,32.32,13.79,29.02,0.16,0.73,7.75,0.09,7755.09,395.78,1461.89,10599.01,2011.25,3098.81
2013/1/8,18.76,302.5,97.2,28.43,63.91,30000,32.1,13.62,28.98,0.16,0.73,7.75,0.09,7721.66,391.36,1457.15,10508.06,1997.94,3091.81
2013/1/9,18.47,312,97.9,28.43,64.88,30000,32.81,13.81,29.01,0.16,0.73,7.75,0.09,7738.64,395.47,1461.02,10578.57,1991.81,3105.81
2013/1/10,18.7,314,97.5,28.43,64.78,30600,33.52,13.49,28.97,0.16,0.73,7.75,0.09,7811.64,400.73,1472.12,10652.64,2006.8,3121.76
2013/1/11,18.58,312.5,96.8,28.43,64.9,30660,34.34,13.36,28.95,0.16,0.73,7.75,0.09,7819.15,402.86,1472.05,10801.57,1996.67,3125.63
2013/1/14,17.92,312,96.1,28.43,64.24,31040,34.57,13.52,28.92,0.16,0.74,7.75,0.09,7823.97,401.89,1470.68,10801.57,2007.04,3117.5
2013/1/15,17.35,311.5,96.1,28.43,64.44,30240,33.87,13.55,28.94,0.16,0.73,7.75,0.09,7765.02,399.87,1472.34,10879.08,1983.74,3110.78
2013/1/16,18.07,309.5,96,28.43,64.79,29840,34.56,13.42,28.95,0.16,0.73,7.75,0.09,7700.43,404.46,1472.63,10600.44,1977.45,3117.54
2013/1/17,17.95,307,95.2,28.43,65.14,29380,34.81,13.57,28.96,0.16,0.73,7.75,0.09,7616.64,412.53,1480.94,10609.64,1974.27,3136
2013/1/18,17.86,309,96.4,28.43,64.68,29600,34.44,12.46,28.96,0.16,0.73,7.75,0.09,7732.87,410.64,1485.98,10913.3,1987.85,3134.71
2013/1/21,17.86,316.5,96.3,28.43,64.68,29080,34.44,12.46,28.91,0.16,0.73,7.75,0.09,7724.92,410.64,1485.98,10747.74,1986.86,3134.71
2013/1/22,18.03,318.5,95.8,28.43,64.68,29600,34.44,12.43,28.95,0.16,0.73,7.75,0.09,7759.1,409.6,1492.56,10709.93,1996.52,3143.18
2013/1/23,18.36,317.5,95.5,28.43,64.89,29460,34.42,12.46,28.99,0.16,0.73,7.75,0.09,7744.18,413.88,1494.81,10486.99,1980.41,3153.67
2013/1/24,16.09,319,95.1,28.43,64.4,29060,33.93,12.69,28.99,0.16,0.73,7.75,0.09,7695.99,410.24,1494.82,10620.87,1964.48,3130.38
2013/1/25,15.71,322,93,28.43,63.66,28340,34.16,12.89,29.08,0.16,0.72,7.75,0.09,7672.58,415.44,1502.96,10926.65,1946.69,3149.71
2013/1/28,16.07,325,92.8,28.43,63.67,27440,34.48,13.57,29.19,0.16,0.72,7.75,0.09,7714.67,416.16,1500.18,10824.31,1939.71,3154.3
2013/1/29,16.37,325,96.6,28.43,63.45,28180,34.57,13.31,29.51,0.16,0.71,7.76,0.09,7802,413.28,1507.84,10866.72,1955.96,3153.66
2013/1/30,16.32,325,96.6,28.43,63.53,28800,35.05,14.32,29.44,0.16,0.72,7.76,0.09,7832.98,414.1,1501.96,11113.95,1964.43,3142.31
2013/1/31,16.27,323,95.9,28.43,66.02,28960,35.77,14.28,29.51,0.16,0.71,7.76,0.09,7850.02,412.73,1498.11,11138.66,1961.94,3142.13
2013/2/1,16.2,324.5,95.9,28.43,66.73,28820,36.26,12.9,29.52,0.16,0.71,7.76,0.08,7855.97,420.55,1513.17,11191.34,1957.79,3179.1
2013/2/4,15.8,325,94,28.43,65.64,28740,35.18,14.67,29.59,0.16,0.71,7.76,0.08,7923.16,414.18,1495.71,11260.35,1953.21,3131.17
2013/2/5,16.35,326,93.5,28.43,66.95,28700,35.41,13.72,29.57,0.16,0.71,7.75,0.08,7886.94,420.69,1511.29,11046.92,1938.18,3171.58
2013/2/6,16.33,325,93.8,28.43,67.18,28540,35.64,13.41,29.52,0.16,0.71,7.75,0.08,7906.65,421.56,1512.12,11463.75,1936.19,3168.48
2013/2/18,16.33,325,93.3,28.43,67.18,29800,35.64,13.41,29.65,0.16,0.72,7.75,0.08,7943.53,421.56,1512.12,11407.87,1981.91,3168.48
2013/2/19,16.43,324,94.7,28.43,65.67,29840,35.54,12.31,29.63,0.16,0.72,7.75,0.08,7960.88,433.64,1530.94,11372.34,1985.83,3213.59
2013/2/20,16.03,326,94.2,28.43,65.27,30900,34.67,14.68,29.5,0.16,0.72,7.75,0.08,8029.1,423.95,1511.95,11468.28,2024.64,3164.41
2013/2/21,15.93,326,93.4,28.43,64.82,31000,33.67,15.22,29.56,0.16,0.72,7.75,0.08,7957.46,416.27,1502.42,11309.13,2015.22,3131.49
2013/2/22,16.1,327,95.4,28.43,64.94,30600,34.09,14.17,29.67,0.16,0.71,7.76,0.08,7947.72,424.98,1515.6,11385.94,2018.89,3161.82
2013/2/25,15.81,336.5,96.1,28.43,64.8,30600,32.95,18.99,29.59,0.16,0.72,7.76,0.08,7947.68,416.66,1487.85,11662.52,2009.52,3116.25
2013/2/26,16.03,330,95,28.43,65.27,30540,33.13,16.87,29.64,0.16,0.71,7.76,0.08,7880.9,419.89,1496.94,11398.81,2000.01,3129.65
2013/2/27,15.88,333.5,94.8,28.43,65.64,30540,33.69,14.73,29.68,0.16,0.71,7.76,0.08,7897.98,426.46,1515.99,11253.97,2004.04,3162.26
2013/3/1,15.37,338.5,94.2,28.43,66.3,30540,33.7,15.36,29.64,0.16,0.72,7.76,0.08,7964.63,425.09,1518.2,11606.38,2004.04,3169.74
2013/3/4,15,341.5,93.5,28.43,66.63,30780,33.54,14.01,29.61,0.16,0.72,7.75,0.08,7867.34,424.01,1525.2,11652.29,2013.15,3182.03
2013/3/5,15.4,347.5,93.8,28.43,67.97,31000,34.33,13.48,29.68,0.16,0.71,7.76,0.08,7932.71,432.39,1539.79,11683.45,2016.61,3224.13
